log_path,pattern
0016-1139-728C-DF7C-a39a3ea4d196bb8d4bef.log,Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15
0016-1139-728C-DF7C-ba357e8d7c1666d37f46.log,Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 17 - Algorithm 2 - Algorithm 2 - Algorithm 2 - Algorithm 2 - Algorithm 17 - Algorithm 17 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15
0016-1139-728C-DF7C-c28cd869177179b98418.log,Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15
0016-1139-728C-DF7C-c950d64fd1e4c9bea4f2.log,Algorithm 17 - Algorithm 17 - Algorithm 8 - Algorithm 8 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 8 - Algorithm 8 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 8 - Algorithm 8 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 8 - Algorithm 8 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 2 - Algorithm 2 - Algorithm 15 - Algorithm 15 - Algorithm 2 - Algorithm 2 - Algorithm 2 - Algorithm 2 - Algorithm 2 - Algorithm 2 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 6 - Algorithm 6 - Algorithm 11 - Algorithm 11 - Algorithm 7 - Algorithm 7 - Algorithm 8 - Algorithm 8 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9
0016-1139-728C-DF7C-cbd18f499bd6bd143ddf.log,Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 8 - Algorithm 8 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 11 - Algorithm 11 - Algorithm 6 - Algorithm 6 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 2 - Algorithm 2 - Algorithm 15 - Algorithm 15 - Algorithm 2 - Algorithm 2 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15 - Algorithm 9 - Algorithm 9 - Algorithm 15 - Algorithm 15
0016-1139-728C-DF7C-cc7bcf4e3e448aaab530.log,Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 17 - Algorithm 17 - Algorithm 18 - Algorithm 18
0016-1139-728C-DF7C-cfc5e1b5563e68e2da81.log,Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 2 - Algorithm 2 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15
0016-1139-728C-DF7C-d99c383ab7f43ddac122.log,Algorithm 4 - Algorithm 4 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 8 - Algorithm 8 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7 - Algorithm 7
0016-1139-728C-DF7C-e594f6d465c54f6a8a3e.log,Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10
0016-1139-728C-DF7C-ef2f62fcaa05ea170006.log,Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 10 - Algorithm 15 - Algorithm 15 - Algorithm 14 - Algorithm 14 - Algorithm 7 - Algorithm 7 - Algorithm 3 - Algorithm 3 - Algorithm 15 - Algorithm 15 - Algorithm 14 - Algorithm 14 - Algorithm 17 - Algorithm 17 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 7 - Algorithm 7 - Algorithm 10 - Algorithm 7 - Algorithm 7 - Algorithm 9 - Algorithm 9
0023-1139-11F1-FA8B-064e972327a1180e8e0d.log,"Algorithm 6, Objects count = 2, Frame count = 490 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 932 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 932 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 932 - Algorithm 10"
0023-1139-11F1-FA8B-0dcf5006eb47681e8721.log,"Algorithm 6, Objects count = 2, Frame count = 912 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 912 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 912 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 912 - Algorithm 10"
0023-1139-11F1-FA8B-124b7e17e267b86a5339.log,"Algorithm 6, Objects count = 3, Frame count = 890 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 865 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 865 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 865 - Algorithm 10"
0023-1139-11F1-FA8B-125d9af0abe8f2ff23b6.log,"Algorithm 6, Objects count = 2, Frame count = 489 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 489 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 489 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 489 - Algorithm 10"
0023-1139-11F1-FA8B-146495e36f6d5171adc8.log,"Algorithm 6, Objects count = 3, Frame count = 1647 - Algorithm 6 - Algorithm 7, Objects count = 3, Frame count = 1637 - Algorithm 7 - Algorithm 8, Objects count = 3, Frame count = 1637 - Algorithm 8 - Algorithm 10, Objects count = 3, Frame count = 1637 - Algorithm 10"
0023-1139-11F1-FA8B-1d1e8f38801ed0617164.log,"Algorithm 6, Objects count = 2, Frame count = 887 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 887 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 887 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 887 - Algorithm 10"
0023-1139-11F1-FA8B-1ec3fe525b64208e084b.log,"Algorithm 6, Objects count = 2, Frame count = 839 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 792 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 792 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 790 - Algorithm 10"
0023-1139-11F1-FA8B-2efa395e418d2c000c59.log,"Algorithm 6, Objects count = 2, Frame count = 902 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 902 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 902 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 902 - Algorithm 10"
0023-1139-11F1-FA8B-395c3cb6a82e4f0ec06c.log,"Algorithm 6, Objects count = 2, Frame count = 868 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 867 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 867 - Algorithm 8 - Algorithm 8, Objects count = 2, Frame count = 867 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 867 - Algorithm 10"
0023-1139-11F1-FA8B-3a30a88d40bf0d3a332b.log,"Algorithm 6, Objects count = 2, Frame count = 717 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 717 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 717 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 717 - Algorithm 10"
0023-1139-11F1-FA8B-3eb2dc659def0c5866f5.log,"Algorithm 6, Objects count = 3, Frame count = 1014 - Algorithm 6 - Algorithm 7, Objects count = 3, Frame count = 1014 - Algorithm 7 - Algorithm 8, Objects count = 3, Frame count = 1014 - Algorithm 8 - Algorithm 10, Objects count = 3, Frame count = 1014 - Algorithm 10"
0023-1139-11F1-FA8B-465544b922742ba3da84.log,"Algorithm 6, Objects count = 3, Frame count = 1084 - Algorithm 6 - Algorithm 7, Objects count = 3, Frame count = 1084 - Algorithm 7 - Algorithm 8, Objects count = 3, Frame count = 1084 - Algorithm 8 - Algorithm 10, Objects count = 3, Frame count = 1084 - Algorithm 10"
0023-1139-11F1-FA8B-4bb515b7808d64887aad.log,"Algorithm 6, Objects count = 3, Frame count = 837 - Algorithm 6 - Algorithm 7, Objects count = 3, Frame count = 837 - Algorithm 7 - Algorithm 8, Objects count = 3, Frame count = 837 - Algorithm 8 - Algorithm 10, Objects count = 3, Frame count = 837 - Algorithm 10"
0023-1139-11F1-FA8B-55ccf632361a2fe9c3e7.log,"Algorithm 6, Objects count = 2, Frame count = 650 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 650 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 650 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 650 - Algorithm 10"
0023-1139-11F1-FA8B-5d1de62a067dc5ae90bb.log,"Algorithm 6, Objects count = 2, Frame count = 992 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 992 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 992 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 992 - Algorithm 10"
0023-1139-11F1-FA8B-5d5247c61b19d01a0ed2.log,"Algorithm 6, Objects count = 2, Frame count = 1056 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 1056 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 1056 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 1056 - Algorithm 10"
0023-1139-11F1-FA8B-6061e2b1703819773049.log,"Algorithm 6, Objects count = 2, Frame count = 1232 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 1232 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 1232 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 1232 - Algorithm 10"
0023-1139-11F1-FA8B-64ac4c497f352cf98f42.log,"Algorithm 6, Objects count = 7, Frame count = 965 - Algorithm 6"
0023-1139-11F1-FA8B-65b379fc08fe329f8e28.log,"Algorithm 6, Objects count = 5, Frame count = 987 - Algorithm 6 - Algorithm 7, Objects count = 3, Frame count = 927 - Algorithm 7 - Algorithm 8, Objects count = 3, Frame count = 927 - Algorithm 8 - Algorithm 10, Objects count = 3, Frame count = 927 - Algorithm 10"
0023-1139-11F1-FA8B-6ca56a03128cfa96fce1.log,"Algorithm 6, Objects count = 3, Frame count = 940 - Algorithm 6 - Algorithm 7, Objects count = 3, Frame count = 931 - Algorithm 7 - Algorithm 8, Objects count = 3, Frame count = 931 - Algorithm 8 - Algorithm 10, Objects count = 3, Frame count = 931 - Algorithm 10"
0023-1139-11F1-FA8B-72c71a1275ad2269a95c.log,"Algorithm 6, Objects count = 2, Frame count = 621 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 1125 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 1125 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 1125 - Algorithm 10"
0023-1139-11F1-FA8B-7935796b35708476b505.log,"Algorithm 6, Objects count = 2, Frame count = 1004 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 1004 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 1004 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 1004 - Algorithm 10"
0023-1139-11F1-FA8B-7e7b5f4e9b1c101abec5.log,"Algorithm 6, Objects count = 3, Frame count = 1366 - Algorithm 6 - Algorithm 7, Objects count = 3, Frame count = 1366 - Algorithm 7 - Algorithm 8, Objects count = 3, Frame count = 1366 - Algorithm 8 - Algorithm 10, Objects count = 3, Frame count = 1366 - Algorithm 10"
0023-1139-11F1-FA8B-80610266d187ca37501b.log,"Algorithm 6, Objects count = 2, Frame count = 501 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 977 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 977 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 977 - Algorithm 10"
0023-1139-11F1-FA8B-806f5ce4f17c4c83221a.log,"Algorithm 6, Objects count = 3, Frame count = 889 - Algorithm 6 - Algorithm 7, Objects count = 3, Frame count = 889 - Algorithm 7 - Algorithm 8, Objects count = 3, Frame count = 889 - Algorithm 8 - Algorithm 10, Objects count = 3, Frame count = 889 - Algorithm 10"
0023-1139-11F1-FA8B-832e38df369fd3028053.log,"Algorithm 6, Objects count = 2, Frame count = 495 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 495 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 495 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 495 - Algorithm 10"
0023-1139-11F1-FA8B-8bfa902bc28f28e1ee17.log,"Algorithm 6, Objects count = 2, Frame count = 1187 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 1187 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 1187 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 1187 - Algorithm 10"
0023-1139-11F1-FA8B-9154195a39f88de0d89b.log,"Algorithm 6, Objects count = 6, Frame count = 1102 - Algorithm 6 - Algorithm 7, Objects count = 5, Frame count = 1036 - Algorithm 7 - Algorithm 8, Objects count = 5, Frame count = 1036 - Algorithm 8 - Algorithm 10, Objects count = 5, Frame count = 1036 - Algorithm 10"
0023-1139-11F1-FA8B-993d706244445bfdae57.log,"Algorithm 6, Objects count = 4, Frame count = 119 - Algorithm 6 - Algorithm 6, Objects count = 2, Frame count = 455 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 455 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 455 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 455 - Algorithm 10"
0023-1139-11F1-FA8B-999250ea2d1174dcb571.log,"Algorithm 6, Objects count = 2, Frame count = 714 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 714 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 714 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 714 - Algorithm 10"
0023-1139-11F1-FA8B-9fbfda5d316059537c6c.log,"Algorithm 6, Objects count = 2, Frame count = 819 - Algorithm 6 - Algorithm 7, Objects count = 2, Frame count = 818 - Algorithm 7 - Algorithm 8, Objects count = 2, Frame count = 818 - Algorithm 8 - Algorithm 8, Objects count = 2, Frame count = 818 - Algorithm 8 - Algorithm 10, Objects count = 2, Frame count = 818 - Algorithm 10"
0023-1139-11F1-FA8B-a2007e26ca9e307f4f46.log,"Algorithm 6, Objects count = 5, Frame count = 380 - Algorithm 6 - Algorithm 7, Objects count = 5, Frame count = 837 - Algorithm 7 - Algorithm 8, Objects count = 5, Frame count = 837 - Algorithm 8 - Algorithm 10, Objects count = 5, Frame count = 828 - Algorithm 10"
0023-1139-11F1-FA8B-a5f9b14191eec8e5f42a.log,"Algorithm 6, Objects count = 4, Frame count = 732 - Algorithm 6 - Algorithm 7, Objects count = 4, Frame count = 705 - Algorithm 7 - Algorithm 8, Objects count = 4, Frame count = 705 - Algorithm 8 - Algorithm 10, Objects count = 4, Frame count = 705 - Algorithm 10"
